식품군	식품명
어패류 및 그 제품	"주름다슬기"
어패류 및 그 제품	"참다슬기"
어패류 및 그 제품	"지중해담치"
어패류 및 그 제품	"진주담치"
어패류 및 그 제품	"참담치(홍합)"
어패류 및 그 제품	"대수리"
어패류 및 그 제품	"북방대합"
어패류 및 그 제품	"동죽"
어패류 및 그 제품	"맛(큰죽합)"
어패류 및 그 제품	"바지락"
어패류 및 그 제품	"바지락젓갈"
어패류 및 그 제품	"백합"
어패류 및 그 제품	"소라"
어패류 및 그 제품	"수랑"
어패류 및 그 제품	"오분자기"
어패류 및 그 제품	"논우렁이"
어패류 및 그 제품	"왕우렁"
어패류 및 그 제품	"큰구슬우렁이(골뱅이)"
어패류 및 그 제품	"큰논우렁이"
어패류 및 그 제품	"재첩"
어패류 및 그 제품	"전복,"
어패류 및 그 제품	"전복내장"
어패류 및 그 제품	"전복젓갈"
어패류 및 그 제품	"가무락조개"
어패류 및 그 제품	"개량조개(명주조개)"
어패류 및 그 제품	"개조개"
어패류 및 그 제품	"떡조개"
어패류 및 그 제품	"맛조개"
어패류 및 그 제품	"살조개"
어패류 및 그 제품	"새조개"
어패류 및 그 제품	"왕우럭조개"
어패류 및 그 제품	"접시조개(비단조개)"
어패류 및 그 제품	"진주조개"
어패류 및 그 제품	"키조개"
어패류 및 그 제품	"펄조개"
어패류 및 그 제품	"피조개"
어패류 및 그 제품	"갯가재"
어패류 및 그 제품	"바닷가재"
어패류 및 그 제품	"개불"
어패류 및 그 제품	"꽃게"
어패류 및 그 제품	"닭게"
어패류 및 그 제품	"대게"
어패류 및 그 제품	"민꽃게"
어패류 및 그 제품	"방게"
어패류 및 그 제품	"붉은대게"
어패류 및 그 제품	"왕게"
어패류 및 그 제품	"주름송편게"
어패류 및 그 제품	"참게"
어패류 및 그 제품	"게맛살"
어패류 및 그 제품	"군소"
어패류 및 그 제품	"꼴뚜기"
어패류 및 그 제품   "낙지"
어패류 및 그 제품	"세발낙지"
어패류 및 그 제품	"낙지젓갈"
어패류 및 그 제품	"멍게(우렁쉥이)"
어패류 및 그 제품	"대문어"
어패류 및 그 제품	"참문어"
어패류 및 그 제품	"문어"
어패류 및 그 제품	"미더덕"
어패류 및 그 제품	"가시발새우"
어패류 및 그 제품	"각시흰새우"
어패류 및 그 제품	"긴뿔천길새우"
어패류 및 그 제품	"꽃새우"
어패류 및 그 제품	"닭새우"
어패류 및 그 제품	"대하"
어패류 및 그 제품	"물렁가시붉은새우"
어패류 및 그 제품	"보리새우"
어패류 및 그 제품	"중하"
어패류 및 그 제품	"중하젓갈"
어패류 및 그 제품	"젓새우"
어패류 및 그 제품	"젓새우젓갈"
어패류 및 그 제품	"징거미새"
어패류 및 그 제품	"철모새우(도화새우)"
어패류 및 그 제품	"펄닭새우"
어패류 및 그 제품	"흰다리새우"
어패류 및 그 제품	"새우 튀김용"
어패류 및 그 제품	"새우젓갈"
어패류 및 그 제품	"추젓"
어패류 및 그 제품	"토굴대때기젓"
어패류 및 그 제품	"토굴동백하젓"
어패류 및 그 제품	"토굴오젓"
어패류 및 그 제품	"토굴육젓"
어패류 및 그 제품	"토굴추젓"
어패류 및 그 제품	"성게"
어패류 및 그 제품	"성게젓갈"
어패류 및 그 제품	"성게알젓갈"
어패류 및 그 제품	"오징어"
어패류 및 그 제품	"오징어(말린것)"
어패류 및 그 제품	"오징어채"
어패류 및 그 제품	"오징어포"
어패류 및 그 제품	"갑오징어"
어패류 및 그 제품	"살오징어"
어패류 및 그 제품	"쇠갑오징어"
어패류 및 그 제품	"오징어젓갈"
어패류 및 그 제품	"오징어내장젓갈"
어패류 및 그 제품	"주꾸미"
어패류 및 그 제품	"크릴"
어패류 및 그 제품	"한치"
어패류 및 그 제품	"해삼"
어패류 및 그 제품	"해삼젓갈"
어패류 및 그 제품	"해파리"
해조류	"갈래곰보"
해조류	"곰피"
해조류	"곰피가루"
해조류	"김"
해조류	"조미김"
해조류	"초밥김"
해조류	"꼬시래기"
해조류	"다시마"
해조류	"다시마(말린것)"
해조류	"다시마 육수"
해조류	"대황"
해조류	"뜸부기"
해조류	"매생이"
해조류	"모자"
해조류	"미역"
해조류	"미역줄기"
해조류	"불등풀가사리"
해조류	"석묵"
해조류	"순채"
해조류	"우뭇가사리"
해조류	"우뭇가사리묵(우무)"
해조류	"한천"
해조류	"진두발"
해조류	"청각"
해조류	"클로렐라"
해조류	"톳"
해조류	"파래"
우유 및 그 제품	"분유"
우유 및 그 제품	"산양유"
우유 및 그 제품	"셔벗"
우유 및 그 제품 "아이스밀크"
우유 및 그 제품	"연유"
우유 및 그 제품	"요구르트"
우유 및 그 제품	"우유"
우유 및 그 제품	"딸기맛우유"
우유 및 그 제품	"바나나맛우유"
우유 및 그 제품	"초코맛우유"
우유 및 그 제품	"커피맛우유"
우유 및 그 제품	"치즈(고다)"
우유 및 그 제품	"치즈(카망베르)"
우유 및 그 제품	"치즈(리코타)"
우유 및 그 제품	"치즈(모차렐라)"
우유 및 그 제품	"치즈(브리)"
우유 및 그 제품	"치즈(브릭)"
우유 및 그 제품	"치즈(블루)"
우유 및 그 제품	"치즈(체다)"
우유 및 그 제품	"치즈(카테지)"
우유 및 그 제품	"치즈(크림)"
우유 및 그 제품	"치즈(파르메산(파마산))"
우유 및 그 제품	"커피크리머(가루)"
우유 및 그 제품	"커피크리머(액상)"
우유 및 그 제품	"생크림"
우유 및 그 제품	"휘핑크림"
유지류	"고추기름"
유지류	"닭기름"
유지류	"돼지기름"
유지류	"들기름"
유지류	"땅콩 버터"
유지류	"땅콩기름"
유지류	"마가린"
유지류	"면실유"
유지류	"버터(가염)"
유지류	"버터(무가염)"
유지류	"복숭아씨기름"
유지류	"쇠기름"
유지류	"쇼트닝"
유지류	"쌀겨기름(미강유)"
유지류	"아마씨유"
유지류	"아몬드유"
유지류	"아보카도유"
유지류	"연어기름"
유지류	"옥수수기름"
유지류	"올리브유"
유지류	"유채씨기름"
유지류	"잇꽃씨기름"
유지류	"참기름"
유지류	"코코넛유"
유지류	"콩기름"
유지류	"팜유"
유지류	"포도씨유"
유지류	"해바라기유"
유지류	"호두유"
유지류	"혼합식물성유"
차류	"감잎차"
차류	"결명자차"
차류	"계피차(가루)"
차류	"구기자차"
차류	"구절초차"
차류	"국화차"
차류	"녹차, 가루"
차류	"다래나무순차"
차류	"대추차"
차류	"도라지차"
차류	"두충차"
차류	"둥굴레차"
차류	"민들레차"
차류	"보리차"
차류	"보이차"
차류	"사과차"
차류	"상지차"
차류	"생강차"
차류	"생강청"
차류	"쌍화차"
차류	"쑥차"
차류	"야콘차"
차류	"오미자차"
차류	"옥수수수염차"
차류	"우롱차"
차류	"유자청"
차류	"유자차"
차류	"율무차"
차류	"인삼차"
차류	"치커리차"
차류	"카모마일차"
차류	"커피(아메리카노)"
차류	"커피(에스프레소)"
차류	"커피(원두)"
차류	"코코아가루"
차류	"홍삼차"
차류	"홍차"
차류	"홍차(레몬)"
차류	"홍차(복숭아)"
차류	"홍차(밀크티)"
음료류  "레모네이드"
음료류	"생수"
음료류	"수정과"
음료류	"식혜"
음료류	"채소 주스"
음료류	"레몬소다"
음료류	"사이다"
음료류	"소다수"
음료류	"오렌지소다"
음료류	"콜라"
음료류	"파인애플소다"
음료류	"포도소다"
음료류	"탄산수"
음료류	"토닉워터"
주류	"고량주"
주류	"돌복숭아주"
주류	"드라이진"
주류	"럼"
주류	"막걸리"
주류	"매실주"
주류	"맥주"
주류	"보드카"
주류	"복분자주"
주류	"브랜디"
주류	"샴페인"
주류	"소주"
주류	"오가피주"
주류	"위스키"
주류	"청주"
주류	"칵테일"
주류	"와인인"
조미료류	"양조간장"
조미료류	"재래간장"
조미료류	"강황"
조미료류	"겨자 페이스트"
조미료류	"겨자가루"
조미료류	"계피가루"
조미료류	"고기 소스"
조미료류	"고추냉이가루"
조미료류	"고추냉이페이스트"
조미료류	"고추장"
조미료류	"고춧가루"
조미료류	"골든세이지"
조미료류	"굴 소스"
조미료류	"낫토"
조미료류	"데리야끼 소스"
조미료류	"돼지불고기 양념"
조미료류	"된장"
조미료류	"두반장"
조미료류	"라면 건더기 스프"
조미료류	"라면 스프"
조미료류	"라벤더"
조미료류	"레몬그라스(시트로넬라)"
조미료류	"로즈메리"
조미료류	"마늘가루"
조미료류	"마라 육수"
조미료류	"마요네즈"
조미료류	"맛술"
조미료류	"머스타드 소스"
조미료류	"민트"
조미료류	"애플민트"
조미료류	"바비큐 소스"
조미료류	"발사믹 소스"
조미료류	"뽕잎가루"
조미료류	"사프란"
조미료류	"산초가루"
조미료류	"사우전드아일랜드"
조미료류	"오리엔탈"
조미료류	"이탈리안 드레싱"
조미료류	"코울슬로"
조미료류	"프렌치 드레싱"
조미료류	"생강 페이스트"
조미료류	"생강가루"
조미료류	"맛소금"
조미료류	"죽염"
조미료류	"퉁퉁마디(함초)"
조미료류	"천일염(가는소금)"
조미료류	"천일염(굵은소금)"
조미료류	"구운소금"
조미료류	"소불고기 양념"
조미료류	"수끼 소스(된장)"
조미료류	"수끼 소스(토마토)"
조미료류	"스리라차 소스"
조미료류	"스파게티 소스(크림)"
조미료류	"스파게티 소스(토마토)"
조미료류	"감식초"
조미료류	"발사믹"
조미료류	"배식초"
조미료류	"사과식초"
조미료류	"쌀식초"
조미료류	"양조식초"
조미료류	"포도식초"
조미료류	"현미식초"
조미료류	"쌈장"
조미료류	"양념닭 소스"
조미료류	"양파가루"
조미료류	"양파시즈닝"
조미료류	"오레가노"
조미료류	"올스파이스"
조미료류	"우동 건더기 스프"
조미료류	"우스터 소스"
조미료류	"울금"
조미료류	"월계수잎"
조미료류	"육두구"
조미료류	"정향"
조미료류	"조미료(멸치맛)"
조미료류	"조미료(사골맛)"
조미료류	"조미료(쇠고기맛)"
조미료류	"조미료(조개맛)"
조미료류	"조미료(화학조미료)"
조미료류	"조미료(액상)"
조미료류	"짜장 소스(가루)"
조미료류	"짜장 소스(춘장)"
조미료류	"청국장가루"
조미료류	"청국장(찌개용)"
조미료류	"초고추장"
조미료류	"치즈시즈닝"
조미료류	"치킨 스톡(가루)"
조미료류	"치킨 스톡(액상)"
조미료류	"칠리 소스"
조미료류	"칠리가루"
조미료류	"카레 소스(가루)"
조미료류	"타라곤"
조미료류	"타임"
조미료류	"탕수육 소스"
조미료류	"템페"
조미료류	"토마토 소스"
조미료류	"토마토 케첩"
조미료류	"파슬리"
조미료류	"파프리카가루"
조미료류	"팟타이 소스"
조미료류	"페퍼민트"
조미료류	"포크커틀릿 소스"
조미료류	"하이라이스(가루)"
조미료류	"핫 소스"
조미료류	"해선장"
조미료류	"허니머스타드 소스"
조미료류	"후추(검은색)"
조미료류	"후추(흰색)"
조리가공식품류	"김말이튀김"
조리가공식품류	"돈저냐(동그랑땡)"
조리가공식품류	"라면"
조리가공식품류	"만두(고기 만두)"
조리가공식품류	"만두(김치 만두)"
조리가공식품류	"메밀 냉면 육수"
조리가공식품류	"미트볼"
조리가공식품류	"볶음밥"
조리가공식품류	"사골국"
조리가공식품류	"스튜"
조리가공식품류	"스파게티"
조리가공식품류	"소고기 스프(가루)"
조리가공식품류	"양송이 스프(가루)"
조리가공식품류	"옥수수 스프(가루)"
조리가공식품류	"크림 스프(가루)"
조리가공식품류	"연잎밥"
조리가공식품류	"유부 초밥"
조리가공식품류	"치즈스틱"
조리가공식품류	"감자 크로켓"
조리가공식품류	"채소 크로켓"
조리가공식품류	"크림 크로켓"
조리가공식품류	"핫도그"
조리가공식품류	"햄버거패티"
기타	"갈색 거저리 유충"
기타	"고로쇠나무 수액"
기타	"누에 유충"
기타	"누에 번데기"
기타	"단백질 보충제(가루)"
기타	"달팽이"
기타	"대나무 추출"
기타	"메뚜기 성충"
기타	"삼백초"
기타	"솔잎"
기타	"송화가루"
기타	"수세미 수액"
기타	"귀뚜라미 성충"
기타	"백삼"
기타	"수삼"
기타	"홍삼"
기타	"장수풍뎅이 유충"
기타	"치자꽃"
기타	"베이킹파우더"
기타	"팽창제(효모)"
기타	"프로폴리스"
기타	"화분"
기타	"흰점박이 꽃무지 유충"
